"","LocationKey","Parcel.Number","Property.Location","Closed.Roll.Year","Assessed.Land.Value","Assessed.Improvement.Value","simple415","completion_year","Use.Code","Use.Definition","Property.Class.Code","Property.Class.Code.Definition","Year.Property.Built","Property.Area","Assessor.Neighborhood.District","Assessor.Neighborhood.Code","Assessor.Neighborhood","Supervisor.District.x","Analysis.Neighborhood","Zip.Code","census_code","census_tract","Project.ID","Project.Status","Housing.Tenure","Planning.Case.Number","Section.415.Declaration","Actual.Estimated.Completion.Date","Number.of.Bathrooms","Number.of.Bedrooms","Number.of.Rooms","Number.of.Stories","Number.of.Units","Project.Units","Affordable.Units","Units.Subject.to.Section.415","On.Site.Affordable.Units","Off.Site.Affordable.Units","Off.Site.Affordable.Units.at.This.Site","SRO.Units","Studio.Units","X1bd.Units","X2bd.Units","X3bd.Units","X4bd.Units","X30..AMI","X50..AMI","X55..AMI","X60..AMI","X80..AMI","X90..AMI","X100..AMI","X120..AMI","X150..AMI"
"44508","(37.79882, -122.4192)","0123002","0000 1945 HYDE                ST0000",2007,193955,240524,"Fee Payment",2015,"COMM","Commercial Misc","G","Garages (Commercial)",1920,18782,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,0,3,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44513","(37.79882, -122.4192)","0123002","0000 1945 HYDE                ST0000",2008,197832,245331,"Fee Payment",2015,"COMM","Commercial Misc","G","Garages (Commercial)",1920,18782,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,0,3,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44506","(37.79882, -122.4192)","0123002","0000 1945 HYDE                ST0000",2009,201788,250237,"Fee Payment",2015,"COMM","Commercial Misc","G","Garages (Commercial)",1920,18782,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,0,3,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44515","(37.79882, -122.4192)","0123002","0000 1945 HYDE                ST0000",2010,2160000,1440000,"Fee Payment",2015,"COMM","Commercial Misc","G","Garages (Commercial)",1920,18782,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,0,3,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44505","(37.79882, -122.4192)","0123002","0000 1945 HYDE                ST0000",2011,2176264,1450843,"Fee Payment",2015,"COMM","Commercial Misc","G","Garages (Commercial)",1920,18782,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,0,3,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44492","(37.79882, -122.4192)","0123002","0000 1945 HYDE                ST0000",2012,2219789,1479859,"Fee Payment",2015,"COMM","Commercial Misc","G","Garages (Commercial)",1920,18782,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,0,3,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44488","(37.79882, -122.4192)","0123002","0000 1945 HYDE                ST0000",2013,2264184,1509456,"Fee Payment",2015,"COMM","Commercial Misc","G","Garages (Commercial)",1920,18782,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,0,3,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44493","(37.79882, -122.4192)","0123093","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"COMR","Commercial Retail","CZ","Commercial Store Condo",1920,780,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44483","(37.79882, -122.4192)","0123093","0000 1945 HYDE                ST0000",2014,111446,74297,"Fee Payment",2015,"COMR","Commercial Retail","CZ","Commercial Store Condo",1920,780,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44501","(37.79882, -122.4192)","0123093","0000 1945 HYDE                ST0000",2015,402575,268384,"Fee Payment",2015,"COMR","Commercial Retail","CZ","Commercial Store Condo",1920,780,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44507","(37.79882, -122.4192)","0123093","0000 1945 HYDE                ST0000",2016,408714,272476,"Fee Payment",2015,"COMR","Commercial Retail","CZ","Commercial Store Condo",1920,780,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44500","(37.79882, -122.4192)","0123094","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1957,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44498","(37.79882, -122.4192)","0123094","0000 1945 HYDE                ST0000",2014,1200000,1200000,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1957,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44491","(37.79882, -122.4192)","0123094","0000 1945 HYDE                ST0000",2015,1223976,1223976,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1957,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44495","(37.79882, -122.4192)","0123094","0000 1945 HYDE                ST0000",2016,1242641,1242641,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1957,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44504","(37.79882, -122.4192)","0123095","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1948,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44510","(37.79882, -122.4192)","0123095","0000 1945 HYDE                ST0000",2014,275208,183473,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1948,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44516","(37.79882, -122.4192)","0123095","0000 1945 HYDE                ST0000",2015,1211736,807824,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1948,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44511","(37.79882, -122.4192)","0123095","0000 1945 HYDE                ST0000",2016,1230214,820143,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1948,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44509","(37.79882, -122.4192)","0123096","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2358,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44499","(37.79882, -122.4192)","0123096","0000 1945 HYDE                ST0000",2014,334345,222895,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2358,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44486","(37.79882, -122.4192)","0123096","0000 1945 HYDE                ST0000",2015,1376528,917685,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2358,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44496","(37.79882, -122.4192)","0123096","0000 1945 HYDE                ST0000",2016,1397520,931679,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2358,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44484","(37.79882, -122.4192)","0123097","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2742,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,6,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44503","(37.79882, -122.4192)","0123097","0000 1945 HYDE                ST0000",2014,386658,257770,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2742,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,6,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44520","(37.79882, -122.4192)","0123097","0000 1945 HYDE                ST0000",2015,2047099,1364733,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2742,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,6,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44517","(37.79882, -122.4192)","0123097","0000 1945 HYDE                ST0000",2016,2078317,1385545,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2742,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,6,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44490","(37.79882, -122.4192)","0123098","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2714,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44518","(37.79882, -122.4192)","0123098","0000 1945 HYDE                ST0000",2014,384382,256254,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2714,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44502","(37.79882, -122.4192)","0123098","0000 1945 HYDE                ST0000",2015,2019560,1346373,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2714,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44521","(37.79882, -122.4192)","0123098","0000 1945 HYDE                ST0000",2016,2050358,1366905,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,2714,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44497","(37.79882, -122.4192)","0123099","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1914,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44514","(37.79882, -122.4192)","0123099","0000 1945 HYDE                ST0000",2014,1900000,1900000,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1914,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44489","(37.79882, -122.4192)","0123099","0000 1945 HYDE                ST0000",2015,1937962,1937962,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1914,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44485","(37.79882, -122.4192)","0123099","0000 1945 HYDE                ST0000",2016,1967515,1967515,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1914,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44487","(37.79882, -122.4192)","0123100","0000 1945 HYDE                ST0000",2013,0,0,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1669,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44512","(37.79882, -122.4192)","0123100","0000 1945 HYDE                ST0000",2014,1575000,1575000,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1669,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44494","(37.79882, -122.4192)","0123100","0000 1945 HYDE                ST0000",2015,1606468,1606468,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1669,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44519","(37.79882, -122.4192)","0123100","0000 1945 HYDE                ST0000",2016,1630966,1630966,"Fee Payment",2015,"SRES","Single Family Residential","Z","Condominium",1920,1669,8,"8E","Russian Hill",3,"Russian Hill",94109,"060750109001003",10900,"2011-026","(6) Complete","Unknown","2010.0162","Fee Payment","02/02/2015",2,2,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43531","(37.79529, -122.4175)","0184031","0000 1355 PACIFIC             AV0000",2007,1379570,530604,"On-site BMR Project",2010,"COMM","Commercial Misc","G","Garages (Commercial)",1925,18632,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,0,6,2,1,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43637","(37.79529, -122.4175)","0184031","0000 1355 PACIFIC             AV0000",2008,1407161,541216,"On-site BMR Project",2010,"COMM","Commercial Misc","G","Garages (Commercial)",1925,18632,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,0,6,2,1,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43682","(37.79529, -122.4175)","0184031","0000 1355 PACIFIC             AV0000",2009,3076567,106082,"On-site BMR Project",2010,"MRES","Multi-Family Residential","A","Apartment",2010,25475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",0,0,0,4,23,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43560","(37.79529, -122.4175)","0184031","0000 1355 PACIFIC             AV0000",2010,6534476,5390119,"On-site BMR Project",2010,"MRES","Multi-Family Residential","A","Apartment",2010,25475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",0,0,0,4,23,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43690","(37.79529, -122.4175)","0184042","0000 1355 PACIFIC             AV0101",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,835,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43585","(37.79529, -122.4175)","0184042","0000 1355 PACIFIC             AV0101",2011,237012,226688,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,835,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43614","(37.79529, -122.4175)","0184042","0000 1355 PACIFIC             AV0101",2012,241752,231221,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,835,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43530","(37.79529, -122.4175)","0184042","0000 1355 PACIFIC             AV0101",2013,402634,268423,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,835,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43639","(37.79529, -122.4175)","0184042","0000 1355 PACIFIC             AV0101",2014,404461,269641,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,835,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43675","(37.79529, -122.4175)","0184042","0000 1355 PACIFIC             AV0101",2015,412542,275028,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,835,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43565","(37.79529, -122.4175)","0184042","0000 1355 PACIFIC             AV0101",2016,418833,279222,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,835,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43537","(37.79529, -122.4175)","0184043","0000 1355 PACIFIC             AV0102",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",3,3,6,2,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43649","(37.79529, -122.4175)","0184043","0000 1355 PACIFIC             AV0102",2011,401604,384111,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",3,3,6,2,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43613","(37.79529, -122.4175)","0184043","0000 1355 PACIFIC             AV0102",2012,409636,391792,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",3,3,6,2,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43562","(37.79529, -122.4175)","0184043","0000 1355 PACIFIC             AV0102",2013,530604,353736,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",3,3,6,2,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43605","(37.79529, -122.4175)","0184043","0000 1355 PACIFIC             AV0102",2014,533012,355341,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",3,3,6,2,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43594","(37.79529, -122.4175)","0184043","0000 1355 PACIFIC             AV0102",2015,543661,362440,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",3,3,6,2,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43588","(37.79529, -122.4175)","0184043","0000 1355 PACIFIC             AV0102",2016,551951,367967,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1475,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",3,3,6,2,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43544","(37.79529, -122.4175)","0184044","0000 1355 PACIFIC             AV0103",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,862,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43528","(37.79529, -122.4175)","0184044","0000 1355 PACIFIC             AV0103",2011,377318,377318,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,862,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43652","(37.79529, -122.4175)","0184044","0000 1355 PACIFIC             AV0103",2012,384864,384864,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,862,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43542","(37.79529, -122.4175)","0184044","0000 1355 PACIFIC             AV0103",2013,392560,392560,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,862,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43611","(37.79529, -122.4175)","0184044","0000 1355 PACIFIC             AV0103",2014,394342,394342,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,862,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43663","(37.79529, -122.4175)","0184044","0000 1355 PACIFIC             AV0103",2015,402220,402220,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,862,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
